,uuid,dob,sex,num_course_taken,current_career_path_id,time_spent_hrs,first_name,last_name,street,city,state,zip,email,career_path_name,hours_to_complete,job_category,avg_salary
1538,1539,1987-07-17,F,10,2,14.84,Queen,Pik,926 Emerald Ramp, Yankee Lake village, New Hampshire, 83855,pik9567@inlook.com,data engineer,20,HR,80000
1539,1540,1948-10-30,M,1,7,1.94,Aron,Dunlap,377 Umber Treasure, Orchard village, Utah, 61430,dunlap4437@inlook.com,iOS developer,27,software developer,110000
1540,1541,1946-04-12,M,1,0,0.0,Jamar,van,755 Fort Isle, James, Hawaii, 35560,jamar3701@woohoo.com,undecided,20,financial services,135000
1541,1542,1986-09-16,N,14,1,15.56,Ernestina,Mercado,981 E Spring, Bushnell, Nebraska, 84290,ernestina7599@hmail.com,data scientist,20,financial services,135000
1542,1543,2002-11-13,M,7,9,21.32,Frederick,Reilly,P.O. Box 40769, Quakervillage, Maryland, 96218,frederick_reilly6971@woohoo.com,machine learning engineer,35,none,80000
1543,1544,1965-01-13,N,12,9,13.13,Cecile,Wammes,903 Heather Park Trace, Sherrelwood, Mississippi, 69019,wammes719@inlook.com,machine learning engineer,35,analytics,86000
1544,1545,1951-07-11,M,8,9,21.89,Keven,Ortiz,P.O. Box 37022, Twin Oaks, South Dakota, 26426,ortiz7634@inlook.com,machine learning engineer,35,creative,66000
1545,1546,1957-10-20,M,13,8,6.67,Allan,Pham,P.O. Box 59391, Chillum, Utah, 01345,pham1761@inlook.com,android developer,27,financial services,135000
1546,1547,1950-07-03,M,5,4,1.75,Stanley,Hancock,858 Fallen Gateway, Peaceful Valley, Arizona, 45801,hancock2721@coldmail.com,software engineering,25,creative,66000
1547,1548,1995-03-14,M,15,1,7.18,Erin,Singh,P.O. Box 66879, Napeague, Alabama, 85538,erin1417@woohoo.com,data scientist,20,software developer,110000
1548,1549,1999-05-30,F,5,9,1.25,Alisha,Blackwell,414 Harvest Gardens, Reklaw, Montana, 03970,alisha6314@coldmail.com,machine learning engineer,35,analytics,86000
1549,1550,1982-12-11,N,10,6,10.76,Nydia,Parks,246 Barn Square, Iva, Ohio, 52145,parks9103@inlook.com,frontend engineer,20,education,61000
1550,1551,2004-01-28,N,12,5,15.94,Kimberely,Douglas,990 Elk Plain, Industry, New York, 64868,kimberely7300@woohoo.com,backend engineer,18,student,10000
1551,1552,1999-11-13,N,15,3,9.45,Scotty,Compton,409 Noble Rabbit, Leisure e, New Jersey, 21916,compton4252@inlook.com,data analyst,12,engineer,101000
1552,1553,1975-07-31,F,8,8,2.35,Nana,Garrett,525 Fallen Vista, Fairfax village, Montana, 32784,garrett9369@inlook.com,android developer,27,financial services,135000
1553,1554,1996-05-18,N,0,9,5.1,Diego,Hart,433 Rapid Plain, Pinetop-Lakeside, Florida, 85159,hart2200@woohoo.com,machine learning engineer,35,engineer,101000
1554,1555,1962-03-21,F,6,10,1.95,Robbie,Mathis,P.O. Box 31132, Oaklawn-Sunview, West Virginia, 71900,mathis1269@woohoo.com,ux/ui designer,15,software developer,110000
1555,1556,1953-07-05,F,9,3,7.97,Mamie,Renville,828 Emerald Deer, Longwood, Pennsylvania, 96144,renville3700@woohoo.com,data analyst,12,engineer,101000
1556,1557,1978-06-28,F,11,4,20.21,Gwen,Mullins,78 Hazy Woods, College Station, Colorado, 72756,mullins526@inlook.com,software engineering,25,engineer,101000
1557,1558,1995-11-08,N,6,5,17.12,Larae,Holman,55 Pleasant Treasure, Kalaoa, Rhode Island, 15731,holman6898@hmail.com,backend engineer,18,engineer,101000
1558,1559,1999-11-23,M,1,10,8.26,Adrian,Rivers,603 Cinder Route, Mertzon, Minnesota, 36804,rivers7023@woohoo.com,ux/ui designer,15,education,61000
1559,1560,1958-06-15,F,9,8,21.3,Mendy,Rijckx,P.O. Box 98542, Fountain Hill, North Dakota, 86765,mendy_rijckx6843@inlook.com,android developer,27,education,61000
1560,1561,1989-02-14,M,3,4,7.91,Darin,Savage,981 NE Chase, Lowndesville, Michigan, 59652,darin8406@inlook.com,software engineering,25,education,61000
1561,1562,1962-05-25,F,8,1,20.54,Pricilla,van,894 Clear Farms, Fidelity, Michigan, 04509,pricilla4488@woohoo.com,data scientist,20,software developer,110000
1562,1563,1955-05-13,M,4,7,17.17,Bernardo,Orozco,610 Island Heights, Albany, Nebraska, 96175,orozco3031@inlook.com,iOS developer,27,analytics,86000
1563,1564,1961-02-26,M,0,0,0.0,Lazaro,Boone,391 Misty Camp, Washburn, Florida, 09209,lazaro_boone9226@woohoo.com,undecided,20,financial services,135000
1564,1565,1996-10-29,F,3,4,14.55,Jamika,Teisnern,47 Fallen Autumn Estate, Lucedale, Georgia, 76206,jamika_teisnern441@inlook.com,software engineering,25,analytics,86000
1565,1566,1959-06-20,M,7,1,5.11,Kip,Rasmussen,583 Sunny Stravenue, Baton Rouge, Wyoming, 58865,rasmussen7626@coldmail.com,data scientist,20,software developer,110000
1566,1567,1983-09-26,M,5,2,5.81,Hiram,Chase,P.O. Box 89328, Forest Oaks, North Carolina, 21665,hiram8289@inlook.com,data engineer,20,engineer,101000
1567,1568,1978-01-25,F,8,4,25.15,Jacinda,Willems,P.O. Box 73053, Olympian Village, Missouri, 56275,jacinda6588@hmail.com,software engineering,25,software developer,110000
1568,1569,1948-04-19,N,13,10,4.96,Vincent,van,524 Thunder View, Chula Vista-Orason, Nebraska, 52067,vanosch65@woohoo.com,ux/ui designer,15,software developer,110000
1569,1570,1954-02-07,M,7,8,4.0,Arnoldo,Patterson,593 Thunder Forge, Timpson, Idaho, 65730,arnoldo_patterson5435@woohoo.com,android developer,27,HR,80000
1570,1571,1984-02-09,N,8,5,7.6,Georgene,van,348 Sleepy Grove Swale, Algodones, North Carolina, 15536,vankouwenhove3084@woohoo.com,backend engineer,18,software developer,110000
1571,1572,1977-02-19,F,13,6,14.62,Sulema,Key,P.O. Box 95307, St. Clair Shores, Utah, 82528,key6775@woohoo.com,frontend engineer,20,engineer,101000
1572,1573,1955-10-23,F,13,9,19.02,Noma,Rutledge,529 NW Summit Manor, Spring Hope, Mississippi, 88040,rutledge7662@coldmail.com,machine learning engineer,35,creative,66000
1573,1574,1967-09-28,F,13,0,0.0,Elane,Jurriaens,684 Stony Field, Owl Creek, Alaska, 91540,elane_jurriaens249@coldmail.com,undecided,20,analytics,86000
1574,1575,1990-07-04,M,4,0,0.0,Marvin,Slater,P.O. Box 33616, Soddy-Daisy, New York, 40261,marvin1612@inlook.com,undecided,20,education,61000
1575,1576,1980-01-28,M,10,7,22.95,Michal,Ferdinandus,825 Hill Skyway, Webber, Wyoming, 31230,michal_ferdinandus1736@woohoo.com,iOS developer,27,engineer,101000
1576,1577,1971-04-24,F,4,5,2.77,Chanell,Boyd,671 Merry Viaduct, West Burke village, Maine, 78417,chanell8851@inlook.com,backend engineer,18,financial services,135000
1577,1578,1962-12-01,M,7,8,24.13,Chase,Schutter,190 Burning Trace, Media borough, New York, 30103,schutter2387@inlook.com,android developer,27,HR,80000
1578,1579,1978-12-18,N,2,4,22.32,Bryce,Kilwinnet,331 Ninth Estate, Lynch village, North Carolina, 38925,bryce7218@coldmail.com,software engineering,25,HR,80000
1579,1580,1954-07-20,N,0,10,6.17,Gaylord,Jordan,126 Colonial Path, Hodgenville, Illinois, 79417,gaylord_jordan2402@coldmail.com,ux/ui designer,15,engineer,101000
1580,1581,1952-11-08,M,0,4,5.78,Jonas,Moyer,P.O. Box 26081, Shady Point, South Dakota, 31250,jonas3061@woohoo.com,software engineering,25,engineer,101000
1581,1582,1990-09-26,N,3,0,0.0,Tatyana,Colon,918 Little Rapid, Anacortes, Connecticut, 93779,tatyana_colon5176@inlook.com,undecided,20,education,61000
1582,1583,1986-07-12,M,3,0,0.0,Mikel,Compton,P.O. Box 50365, Gatesville, Nevada, 13590,compton8410@hmail.com,undecided,20,HR,80000
1583,1584,1955-08-06,F,3,1,14.46,Delena,Lyons,P.O. Box 19764, Ansonville, South Dakota, 57318,delena7130@hmail.com,data scientist,20,software developer,110000
1584,1585,1957-10-25,N,6,5,4.31,Yesenia,Schmitt,896 Cozy Perkins Port, Lake Isabella, Idaho, 22343,schmitt3427@coldmail.com,backend engineer,18,financial services,135000
1585,1586,1978-04-01,F,0,1,16.93,Delinda,Muir,P.O. Box 15497, Hagan, New York, 07312,delinda4052@inlook.com,data scientist,20,education,61000
1586,1587,1985-01-27,M,12,2,11.55,Fredrick,Hoogerwerf,237 Pleasant Ford Beach, Pine Point, North Carolina, 07658,fredrick3213@coldmail.com,data engineer,20,analytics,86000
1587,1588,1945-07-25,F,13,9,19.4,Torrie,Bauw,P.O. Box 67894, Windham, Vermont, 88849,torrie731@coldmail.com,machine learning engineer,35,creative,66000
1588,1589,1973-02-05,M,8,7,8.4,Reginald,de,276 Quiet Kennedy, Dale, Alaska, 04126,derochefort9296@inlook.com,iOS developer,27,engineer,101000
1589,1590,1959-01-27,N,12,4,21.97,Leonel,van,222 Umber Trace, Atlantic, Louisiana, 57532,leonel9110@hmail.com,software engineering,25,engineer,101000
1590,1591,1949-11-03,M,2,10,11.73,Herschel,Fry,P.O. Box 88296, Macksburg, Alabama, 06972,herschel1641@hmail.com,ux/ui designer,15,analytics,86000
1591,1592,1973-11-27,F,10,4,24.87,Aubrey,Cisneros,939 Harvest Jetty, Decaturville, Rhode Island, 40694,cisneros6478@inlook.com,software engineering,25,engineer,101000
1592,1593,1960-08-27,F,6,3,12.83,Sheryll,Amons,P.O. Box 97840, Chester borough, North Carolina, 44883,amons1484@inlook.com,data analyst,12,financial services,135000
1593,1594,1989-01-20,M,14,1,12.37,Manuel,Parsons,537 Dewy Crescent, Peavine, Oklahoma, 43750,parsons9243@inlook.com,data scientist,20,software developer,110000
1594,1595,1969-06-13,M,8,5,13.74,Nelson,Tegelaar,787 Sunny Radial, Wyeville village, Wyoming, 98528,nelson_tegelaar2447@inlook.com,backend engineer,18,software developer,110000
1595,1596,1952-03-22,M,13,1,18.78,Hector,Mueller,105 Colonial Overpass, Closter borough, Colorado, 32435,mueller6796@hmail.com,data scientist,20,analytics,86000
1596,1597,1999-02-26,N,14,4,9.92,Joann,Todd,P.O. Box 44244, Venango borough, Vermont, 89359,joann_todd1836@woohoo.com,software engineering,25,financial services,135000
1597,1598,1994-05-16,N,13,4,21.65,Mercy,Glass,856 Little Port, Westby, Minnesota, 08328,mercy7058@woohoo.com,software engineering,25,analytics,86000
1598,1599,1944-03-28,N,1,8,11.23,Eric,Gavulik,166 Easy Cloud Inlet, Blacksburg, Oregon, 69721,gavulik1300@inlook.com,android developer,27,creative,66000
1599,1600,1961-08-13,N,5,3,5.27,Ami,Lawrence,115 Center Glen, Chevy Chase View, North Carolina, 86415,lawrence6898@woohoo.com,data analyst,12,education,61000
1600,1601,1979-01-18,M,7,6,11.69,Ivan,van,641 Iron Drive, Gold Hill, Louisiana, 28122,ivan_vanhelten4911@inlook.com,frontend engineer,20,software developer,110000
1601,1602,1961-07-08,N,6,0,0.0,Janita,van,448 Branch Farms, Bradshaw, North Dakota, 70700,janita113@inlook.com,undecided,20,creative,66000
1602,1603,1972-10-02,M,14,7,5.34,Craig,Diaz,242 Golden Oak Bend, Jordan, Tennessee, 79893,craig_diaz5475@coldmail.com,iOS developer,27,creative,66000
1603,1604,1966-10-08,M,4,8,26.42,Todd,Stein,175 Harvest Butterfly, Springview village, Kansas, 41287,todd7626@hmail.com,android developer,27,software developer,110000
1604,1605,1950-04-14,M,9,1,2.34,Dewayne,Braun,P.O. Box 16199, Keensburg village, Michigan, 20881,braun5752@inlook.com,data scientist,20,HR,80000
1605,1606,1944-06-23,M,8,9,13.11,Newton,van,808 Embers Annex, Gove, Massachusetts, 72642,newton_vanmalsen8459@hmail.com,machine learning engineer,35,creative,66000
1606,1607,1961-03-05,N,3,5,11.07,Elenor,Cooley,270 Cedar Eighth, McAlmont, West Virginia, 52668,elenor_cooley6296@hmail.com,backend engineer,18,HR,80000
1607,1608,1991-09-16,F,10,1,11.7,Gabriella,Bavelaar,P.O. Box 17728, Two Harbors, California, 74023,gabriella5125@woohoo.com,data scientist,20,software developer,110000
1608,1609,1968-08-17,F,15,0,0.0,Bernardina,Gilbert,895 Seventh Pathway, Little York village, West Virginia, 93226,bernardina_gilbert3462@woohoo.com,undecided,20,education,61000
1609,1610,1997-02-06,N,9,5,11.73,Irena,Day,317 Grove Highlands, Lake Louise, Ohio, 18732,day2866@woohoo.com,backend engineer,18,financial services,135000
1610,1611,2000-09-29,M,10,10,7.72,Shon,van,79 Honey Nook, Deerfield Beach, South Carolina, 32278,vanderpruyl1085@inlook.com,ux/ui designer,15,software developer,110000
1611,1612,1949-08-11,F,3,0,0.0,Shae,Stephens,P.O. Box 63516, Corinth village, Oregon, 84151,stephens2835@coldmail.com,undecided,20,analytics,86000
1612,1613,1976-06-28,M,0,0,0.0,Domenic,de,476 Summit Divide, Grand Pass village, Illinois, 51715,domenic_dekock499@woohoo.com,undecided,20,education,61000
1613,1614,1963-10-01,M,4,4,7.09,Oswaldo,Terweele,P.O. Box 29414, Kanarraville, New Mexico, 67566,oswaldo3004@coldmail.com,software engineering,25,financial services,135000
1614,1615,2001-11-28,M,4,1,13.07,Jerald,Stephanin,336 Deer Parkway, Medicine Lodge, Texas, 40749,jerald8933@coldmail.com,data scientist,20,software developer,110000
1615,1616,1978-04-18,F,9,5,11.05,Gina,Collier,120 Fallen Quail, Deal borough, Alaska, 88869,collier9938@inlook.com,backend engineer,18,HR,80000
1616,1617,1962-11-30,N,1,1,20.9,Ginette,Dircks,596 SW Hill, Lane, Virginia, 63913,ginette_dircks2140@woohoo.com,data scientist,20,creative,66000
1617,1618,1982-05-17,M,7,5,5.96,Carroll,Burt,536 Green Field Parkway, Braman, South Carolina, 37771,burt4565@woohoo.com,backend engineer,18,education,61000
1618,1619,1946-12-02,F,2,4,14.59,Chelsey,Roeder,464 Rustic Plain, Poca, Nebraska, 70209,chelsey2818@hmail.com,software engineering,25,software developer,110000
1619,1620,1998-02-16,N,12,4,24.19,Ahmad,Bruce,285 High Hickory, Fingal, Utah, 67845,ahmad1363@inlook.com,software engineering,25,financial services,135000
1620,1621,2000-04-15,M,3,10,10.36,Norman,van,294 Lazy Shadow, Chistochina, Kansas, 67406,vanriemsdaijk2247@coldmail.com,ux/ui designer,15,HR,80000
1621,1622,1985-11-06,F,9,9,19.7,Darlene,Duyn,729 Lock Nook, Hopewell borough, Montana, 50749,darlene4870@coldmail.com,machine learning engineer,35,software developer,110000
1622,1623,1968-05-23,M,3,3,1.95,Russel,Ayala,P.O. Box 70729, Gulfport, Virginia, 20262,russel_ayala727@coldmail.com,data analyst,12,creative,66000
1623,1624,1951-12-27,M,15,0,0.0,Glen,Alexander,383 W Summit Alley, Cedar Point village, Georgia, 94108,alexander3059@woohoo.com,undecided,20,financial services,135000
1624,1625,1945-05-04,M,2,8,15.29,Alonso,Sweet,P.O. Box 84465, Bunker, Missouri, 96545,alonso4491@woohoo.com,android developer,27,creative,66000
1625,1626,1967-04-12,F,4,6,14.91,Bruna,Cooke,407 Cinder Ranch, Simi Valley, Wisconsin, 40918,cooke4133@hmail.com,frontend engineer,20,creative,66000
1626,1627,1952-12-27,F,10,2,16.85,Leone,van,658 Summit Dam, Mountain Mesa, Hawaii, 38167,vanblootenburgh6371@coldmail.com,data engineer,20,engineer,101000
1627,1628,1952-01-13,M,6,4,16.37,Abram,Melton,406 Merry Oak, Wiley, Pennsylvania, 08103,abram2821@woohoo.com,software engineering,25,financial services,135000
1628,1629,1967-10-14,N,0,6,1.71,Clemente,Wiggins,138 Tawny Richmond, Lawton village, Minnesota, 18293,clemente_wiggins9024@coldmail.com,frontend engineer,20,creative,66000
1629,1630,1947-07-11,M,8,10,14.69,Alan,Williams,504 Middle Bridge, Minor, Maryland, 09453,alan2087@woohoo.com,ux/ui designer,15,analytics,86000
1630,1631,1997-02-07,F,8,3,0.93,Dwana,Khan,45 Tawny Ledge, Winston village, Montana, 49388,dwana_khan7241@woohoo.com,data analyst,12,financial services,135000
1631,1632,1953-01-15,N,11,3,10.76,Nicky,Hewitt,P.O. Box 24150, Delta, South Dakota, 49800,nicky_hewitt6450@hmail.com,data analyst,12,analytics,86000
1632,1633,1969-01-31,M,3,10,3.48,Timmy,Battle,249 Jagged Hollow, Double Oak, Pennsylvania, 42016,battle4873@coldmail.com,ux/ui designer,15,HR,80000
1633,1634,1998-05-14,N,5,4,16.44,Sunny,Valencia,417 Silent Shadow Route, Pocahontas village, Rhode Island, 29121,sunny4380@hmail.com,software engineering,25,financial services,135000
1634,1635,1972-05-17,N,6,2,10.81,Samuel,Verkuijl,461 Little Manor, Cobb village, Arizona, 57667,samuel539@hmail.com,data engineer,20,creative,66000
1635,1636,2002-10-02,F,8,1,13.33,Valda,Mcknight,358 Middle Panda, Appleton, Kansas, 51858,mcknight3653@coldmail.com,data scientist,20,student,10000
1636,1637,1974-07-12,F,12,2,11.62,Georgiann,Glover,276 Barn Boulevard, Kempton village, Rhode Island, 29767,glover637@hmail.com,data engineer,20,HR,80000
1637,1638,1943-02-19,F,9,8,3.37,Brianna,Ross,167 Richmond Mount, Blue Eye, Oklahoma, 17883,brianna4447@inlook.com,android developer,27,HR,80000
1638,1639,1990-03-02,F,6,7,13.45,Martha,Jacobson,29 Quiet Elm Turnpike, Five Corners, Nevada, 14670,martha_jacobson1219@woohoo.com,iOS developer,27,education,61000
1639,1640,1963-01-21,F,9,6,6.48,Nella,Parks,831 Pine Skyway, Oktaha, Washington, 46911,nella4486@woohoo.com,frontend engineer,20,engineer,101000
1640,1641,1963-11-03,F,10,6,17.43,Tenisha,Otway,919 Lodge Acres, Legend Lake, Virginia, 66718,otway7384@woohoo.com,frontend engineer,20,software developer,110000
1641,1642,1973-06-10,F,14,4,2.93,Nelda,Henderson,347 E Freeway, Macedon village, Oregon, 18300,henderson9857@woohoo.com,software engineering,25,creative,66000
1642,1643,1953-01-17,N,11,5,12.17,Leslie,van,254 Crystal Fort, Quinton, Pennsylvania, 70370,vaniddekinge1674@woohoo.com,backend engineer,18,analytics,86000
1643,1644,1979-02-14,M,8,0,0.0,Galen,Jimenez,P.O. Box 31359, Kindred, Alaska, 98099,galen3586@woohoo.com,undecided,20,engineer,101000
1644,1645,1979-09-26,F,4,8,0.76,Ute,Krueger,493 Blue Fox, Spiritwood Lake, Missouri, 08711,ute_krueger9791@hmail.com,android developer,27,software developer,110000
1645,1646,1964-08-09,F,0,0,0.0,Robbi,Hobbs,287 Cozy Log Place, Doerun, Colorado, 92375,hobbs393@inlook.com,undecided,20,creative,66000
1646,1647,1995-07-06,F,9,2,13.2,Nicki,Hull,P.O. Box 78672, Ackerman, Minnesota, 04646,hull9844@inlook.com,data engineer,20,analytics,86000
1647,1648,1975-11-11,M,4,8,20.09,Tyson,van,438 Washington Heights, Bruceton Mills, Georgia, 62328,tyson2205@coldmail.com,android developer,27,HR,80000
1648,1649,1984-09-05,N,2,4,1.04,Toney,Jefferson,529 Tawny Pathway, Farnham village, Michigan, 97276,toney2772@inlook.com,software engineering,25,software developer,110000
1649,1650,1955-06-05,F,6,3,8.21,Shanon,van,P.O. Box 80661, Tazewell, Oklahoma, 03804,shanon8581@hmail.com,data analyst,12,HR,80000
1650,1651,1946-08-15,F,8,10,10.17,Tressa,Herfkens,569 Broad Crescent Inlet, Woodson Terrace, Maryland, 46948,tressa7178@inlook.com,ux/ui designer,15,analytics,86000
1651,1652,1975-02-24,F,4,0,0.0,Cristin,Edwards,431 Amber Skyway, El Reno, Washington, 96199,edwards3033@woohoo.com,undecided,20,HR,80000
1652,1653,1944-12-31,M,4,6,3.08,Landon,Schrauwen,761 Spring Driveway, Port Hope village, Idaho, 07951,landon_schrauwen9924@inlook.com,frontend engineer,20,software developer,110000
1653,1654,1957-02-22,F,6,9,11.95,Janis,Mcconnell,20 Amber Cliff, Grand Isle, New Jersey, 18724,janis_mcconnell7035@hmail.com,machine learning engineer,35,financial services,135000
1654,1655,1947-11-01,N,5,9,18.39,Mike,Klapmuts,889 Ironwood Causeway, Kewanee, Hawaii, 97300,klapmuts4102@woohoo.com,machine learning engineer,35,financial services,135000
1655,1656,2000-05-12,M,8,6,3.18,Wilburn,Cotton,186 S Elm, South Park, New Hampshire, 16121,wilburn9912@woohoo.com,frontend engineer,20,engineer,101000
1656,1657,1970-06-28,N,11,9,35.87,Petronila,Snyder,716 Stony Gardens, Waverly Hall, Pennsylvania, 52375,petronila_snyder3113@woohoo.com,machine learning engineer,35,HR,80000
1657,1658,1948-07-17,M,6,4,21.45,Otha,Veltkamp,76 Emerald Stream, Berne, Alabama, 25540,veltkamp3087@coldmail.com,software engineering,25,financial services,135000
1658,1659,1987-09-17,N,11,3,6.75,Chi,Heukels,727 Pleasant Main Route, Denton, South Carolina, 76069,chi_heukels3815@coldmail.com,data analyst,12,education,61000
1659,1660,1993-09-19,M,0,10,7.64,Tim,Salas,667 Club Manor, Fort Hancock, Wisconsin, 35835,tim8400@woohoo.com,ux/ui designer,15,education,61000
1660,1661,1963-05-29,N,8,9,17.05,Madelene,Huizing,P.O. Box 58719, McKeesport, Utah, 27444,madelene4861@hmail.com,machine learning engineer,35,engineer,101000
1661,1662,1976-01-17,F,13,10,3.1,Emmaline,Friedman,376 Timber Plaza, Louise, Arizona, 17784,emmaline8989@woohoo.com,ux/ui designer,15,creative,66000
1662,1663,1996-03-14,M,12,10,8.85,Grant,Gamble,378 High Bank, Broughton village, Maine, 84696,grant_gamble3559@woohoo.com,ux/ui designer,15,engineer,101000
1663,1664,1997-02-21,N,1,6,13.46,Arnoldo,Rodgers,P.O. Box 69948, Hastings borough, Iowa, 13359,rodgers8447@hmail.com,frontend engineer,20,education,61000
1664,1665,1985-06-02,F,0,3,6.87,Marcia,Beeldhouwer,889 Mountain Alley, Quioque, Florida, 22930,marcia9217@coldmail.com,data analyst,12,HR,80000
1665,1666,2001-07-12,N,5,1,19.66,Linwood,Patrick,162 Iron Chase, Campbell Station, Oklahoma, 78795,patrick6416@inlook.com,data scientist,20,financial services,135000
